atclNo,cortarNo,atclNm,atclStatCd,rletTpCd,uprRletTpCd,rletTpNm,tradTpCd,tradTpNm,vrfcTpCd,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclCfmYmd,repImgUrl,repImgTpCd,repImgThumb,lat,lng,atclFetrDesc,tagList,bildNm,minute,sameAddrCnt,sameAddrDirectCnt,sameAddrHash,sameAddrMaxPrc,sameAddrMinPrc,cpid,cpNm,cpCnt,rltrNm,directTradYn,minMviFee,maxMviFee,etRoomCnt,tradePriceHan,tradeRentPrice,tradeCheckedByOwner,cpLinkVO,dtlAddrYn,dtlAddr,sameAddrMaxPrc2,sameAddrMinPrc2,sellrNm
2426081375,1147010300,스카이캐슬,R0,A01,A01,아파트,B1,전세,OWNER,8/14,34000,0,"3억 4,000",67,52.82,남향,24.05.28.,,,,37.520542,126.844645,20년식 에어컨2대 신혼부부추천 입주협,"['10년이내', '융자금없는', '방세개', '화장실두개']",1동,0,10,0,23A01B1N4490942547cbeff95a109dc7f102f7b8a279e72c314334d3b022a70695940829,"3억 4,000","3억 4,000",NEONET,부동산뱅크,4,아성부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426094003,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,2/15,105000,0,"10억 5,000",110,84.98,남향,24.05.28.,,,,37.516967,126.845094,주출입구바로앞 셔틀버스승강장 초등학교인접동  에어컨5대 입주협의,"['4년이내', '대단지', '필로티', '방세개']",301동,0,21,0,24A01A1N37199efe07264cd59446406f3b97b9a09f6cf2f088af9e4718994b2fb1a4a64f,"10억 7,000","10억 5,000",bizmk,매경부동산,5,부동산랜드현대힐공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426067600,1147010300,장수마을,R0,A01,A01,아파트,A1,매매,OWNER,11/12,55000,0,"5억 5,000",74,59.8,남동향,24.05.28.,,,,37.52156,126.84443,탁트인뷰.발코니있음.올수리.상태깨끗.신정네거리도보가,"['25년이내', '올수리', '방세개', '화장실한개']",304동,0,13,0,29A01A1N3a077aac41420bc5bdea2db8aa195316e753a9b28ac3aef8a82b7a6b1635b148,"5억 5,000","5억 5,000",bizmk,매경부동산,4,롯데단지내 공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426070791,1147010300,신정뉴타운롯데캐슬,R0,A01,A01,아파트,A1,매매,OWNER,13/20,85000,0,"8억 5,000",80,59.74,남동향,24.05.28.,,,,37.518923,126.847877,"24,확장,작은방 넓은구조,해잘들고 밝은집,상태깨끗,입주협의","['15년이내', '방세개', '화장실두개', '중층']",108동,0,14,0,24A01A1Nb92aface0cce7c0d2749d5100bdaca084486b29f9cc80fbb7d5bd99cd5bb5de0,"8억 5,000","8억 5,000",bizmk,매경부동산,3,두산아이파크부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426086160,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,2/17,102000,0,"10억 2,000",110,84.98,남동향,24.05.28.,,,,37.516657,126.841312,"33,확장,선호타입,에어컨,거실정원뷰,편의시설 인접,입주협의","['4년이내', '대단지', '방세개', '화장실두개']",102동,0,46,0,23A01A1N9f9c0017a3d19895bb1a5ba23b30164dd07691ab0929acdaeddc7fb2b56bc44c,"10억 2,000","10억 2,000",bizmk,매경부동산,8,두산아이파크부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426094836,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,2/18,71000,0,"7억 1,000",77,52.85,남동향,24.05.28.,,,,37.517163,126.846212,집상태최상 화이트인테리어 조명공사완료 갭투및 실입주 추천,"['4년이내', '대단지', '방두개', '화장실한개']",306동,0,31,0,24A01A1Nc524506f424eee090977ff831fe21c19707f5c9a0316b35f6b876f39ae464304,"7억 1,000","7억 1,000",bizmk,매경부동산,6,부동산랜드현대힐공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426069447,1147010300,신정뉴타운두산위브,R0,A01,A01,아파트,A1,매매,OWNER,4/20,77000,0,"7억 7,000",78,59.78,남동향,24.05.28.,,,,37.519301,126.845055,"24.급매,남향,거실확장,상태깨끗,입주협의","['15년이내', '급매', '방세개', '화장실두개']",101동,0,15,0,23A01A1N9e1444949f3c7db7478c26028c7149ba2518e659d8980983fd4525ec4ccfbade,"7억 7,000","7억 7,000",bizmk,매경부동산,5,두산아이파크부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426075586,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,B2,월세,OWNER,20/22,5000,200,"5,000",85,59.88,남동향,24.05.28.,,,,37.516711,126.842697,"25,확장,에어컨,상태깨끗,공원조망,보증금 월세조정가능","['4년이내', '융자금없는', '대단지', '방세개']",108동,0,29,0,24A01B2N7ea96e19c60e8229585fc5c328d8a8267a4206fe9b125b6bb7e40e5a4bce92ba,2억,"5,000",bizmk,매경부동산,7,두산아이파크부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,140,200,
2426094099,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,B1,전세,OWNER,12/23,60000,0,6억,111,84.97,남동향,24.05.28.,,,,37.515991,126.842975,신남초바로옆 공원조망 파노라마뷰 에2 이사협의  추.천.매.물.,"['4년이내', '대단지', '방세개', '화장실두개']",204동,0,35,0,25A01B1N8aa74d5695626f316c2100077f22d3911630db6ced1f6b7c1b3e84d5ae284ca6,6억,6억,bizmk,매경부동산,8,부동산랜드현대힐공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426084685,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,14/16,107000,0,"10억 7,000",110,84.98,남향,24.05.28.,,,,37.51659,126.845391,"33,확장,에어컨,해잘들고 밝은집,상태굿,입주협의","['4년이내', '대단지', '방세개', '화장실두개']",302동,0,16,0,25A01A1Ne365d25b754ec8424add9036da11ecce4851afdb888e0fdb5923ba1238368f3c,11억,"10억 7,000",bizmk,매경부동산,5,두산아이파크부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426066138,1147010300,신정뉴타운롯데캐슬,R0,A01,A01,아파트,B1,전세,OWNER,5/20,49000,0,"4억 9,000",79,59.94,동향,24.05.28.,,,,37.518283,126.847864,확장 에어컨2 붙박이장 건조기등 옵션다수 보증보험가입,"['15년이내', '융자금적은', '방세개', '화장실두개']",107동,0,10,0,23A01B1N91b6bfdaa72aaa17fa560c9b6e4cee86ddbb07f8c84dcd58b69b91fbb1517dee,5억,"4억 9,000",asil,아실,2,부동산CAFE호공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'asil', 'mobileArticleUrl': 'https://asil.kr/app/sale_info.jsp?UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2426059502,1147010300,신정뉴타운롯데캐슬,R0,A01,A01,아파트,A1,매매,OWNER,3/20,81000,0,"8억 1,000",80,59.74,남동향,24.05.28.,,,,37.518923,126.847877,24급매 확장 채광좋고 상태깨끗 입주및 갭투가능,"['15년이내', '급매', '방세개', '화장실두개']",108동,0,6,0,23A01A1N7eedd0c19df1017eee1f85608450834426261c3603505cfb13b1cc28fab7c3b1,"8억 1,000","8억 1,000",bizmk,매경부동산,2,부동산CAFE호공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426044431,1147010300,해태,R0,A01,A01,아파트,A1,매매,OWNER,12/18,48000,0,"4억 8,000",88,59.91,남동향,24.05.28.,,,,37.52142,126.84322,급매.탁트인전망.채광굿.발코니있음.내부수리.상태깨끗.,"['25년이내', '급매', '방세개', '화장실한개']",101동,0,6,0,22A01A1N4c1d18883a2217ffd58bccec32215ca8736a59c927daf5ca98c056f15aaa0b91,"4억 8,000","4억 8,000",bizmk,매경부동산,2,롯데단지내 공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426007211,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,B2,월세,OWNER,14/19,10000,180,1억,84,59.68,남동향,24.05.28.,/20240528_278/land_naver_17168517631440l4WW_JPEG/1712995360067170.jpg,10,f130_98,37.517187,126.842444,"조망맛집, 무융자, 에어컨, 확장, 채광 굿. 상가이용 및 교통편리","['4년이내', '융자금없는', '대단지']",104동,0,27,0,24A01B2N3458657a07fc06cac2f106b8338a3186ed9e0ef5e1defb905e1c3f48baab8b71,1억,1억,NEONET,부동산뱅크,8,로얄센트럴공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,180,180,
2426066442,1147010300,우당,R0,A01,A01,아파트,A1,매매,OWNER,3/17,46000,0,"4억 6,000",80,59.52,남동향,24.05.28.,,,,37.52302,126.84789,"24,상태깨끗,세안고 매매,신정네거리 역세권,투자추천","['25년이상', '방세개', '화장실한개', '세대당1대']",1동,0,6,0,21A01A1N0d57b1c7b809154c2868536d83ce14ee8abb21e1a5089962b82e3664d9271009,"4억 6,000","4억 6,000",bizmk,매경부동산,2,두산아이파크부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426033560,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,1/14,71000,0,"7억 1,000",77,52.85,남동향,24.05.28.,/20240528_50/land_naver_1716860862567VE4OW_JPEG/hy7161_0_185733742.jpg,10,f130_98,37.517142,126.845714,23남동 확장 분수대가보이는예쁜정원뷰 계단식 전세안고매매,"['4년이내', '대단지', '1층']",307동,0,24,0,24A01A1N9ec9cf66d137232ee2d2f01ea72a23223c33f40cb3a397f3fac27b5a030fd77a,"7억 1,000","7억 1,000",ten,텐컴즈,5,신곡공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426062517,1147010300,신정뉴타운롯데캐슬,R0,A01,A01,아파트,B2,월세,OWNER,10/20,40000,70,4억,112,84.96,남서향,24.05.28.,,,,37.518115,126.847256,확장 선호타입  상태최상 7월말 입주협의,"['15년이내', '융자금없는', '방세개', '화장실두개']",106동,0,15,0,24A01B2Nc4c2d5ff2d5bfd49bdd973d548e752919df2c001d4e5824490274f8c84e23e86,4억,4억,asil,아실,3,부동산CAFE호공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'asil', 'mobileArticleUrl': 'https://asil.kr/app/sale_info.jsp?UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,70,70,
2426057515,1147010300,신월신도1차,R0,A01,A01,아파트,A1,매매,OWNER,5/15,70000,0,7억,105,84.85,남향,24.05.28.,,,,37.518112,126.846023,32급매  방3화2 구올수리 상태깨끗 채광좋은 남향 실입주가능,"['25년이내', '올수리', '급매', '방세개']",103동,0,15,0,28A01A1Necb1559a0108ab2414d0dc5f6db27529aaa698416fb6dc634602e3c719a4ac25,"7억 5,000",7억,asil,아실,2,부동산CAFE호공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'asil', 'mobileArticleUrl': 'https://asil.kr/app/sale_info.jsp?UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2426047760,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,B1,전세,OWNER,14/21,60000,0,6억,110,84.98,남서향,24.05.28.,/20240528_100/land_naver_1716862597321iBTDl_JPEG/1660535807948589.jpg,10,f130_98,37.516281,126.841535,"빠른입주,확장,에어컨설치,3베이구조,탁트인전망,편의시설이용편리","['4년이내', '융자금없는', '대단지']",106동,0,37,0,24A01B1N19cb692a6cb4015d4d478f284ceeda0ad1b770178c94124d06a256337b6e992a,"6억 3,000",6억,NEONET,부동산뱅크,7,둥지부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426054221,1147010300,신정뉴타운롯데캐슬,R0,A01,A01,아파트,A1,매매,OWNER,18/20,120000,0,12억,153,116.37,남향,24.05.28.,,,,37.518283,126.847864,"46 강추 방4확장, 화2  시에컨5   로얄동 개방감최고 입주협의","['15년이내', '대형평수', '방네개이상', '화장실두개']",107동,0,6,0,24A01A1Nd06e432719885661ba53834a893646f4e7d93b7135eb61b736aacef369099831,12억,12억,asil,아실,2,부동산CAFE호공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'asil', 'mobileArticleUrl': 'https://asil.kr/app/sale_info.jsp?UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2426011533,1147010300,신정뉴타운두산위브,R0,A01,A01,아파트,B1,전세,OWNER,9/20,46000,0,"4억 6,000",99,75.63,남서향,24.05.28.,,,,37.519301,126.845055,"확장형, 트인 뷰, 상태 깨끗, 입주 협의","['15년이내', '방세개', '화장실두개', '중층']",101동,0,1,0,,,,bizmk,매경부동산,1,위브캐슬공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
